32,2048,39741418,1863778
32,2048,39969629,1868581
32,2048,40019114,1815411
32,2048,40000694,1839005
32,2048,40566401,1820882
32,2048,40283308,1851275
32,2048,39849791,1830448
32,2048,40089724,1838706
32,2048,39916146,1840835
32,2048,39886179,1832178
32,2048,39896087,1811431
32,2048,39969280,1848613
32,2048,39672739,1858371
32,2048,39767118,1832080
32,2048,40036302,1826781
32,2048,39916741,1837082
32,2048,39990658,1841707
32,2048,39785491,1841322
32,2048,39715463,1826600
32,2048,39776150,1819398
32,2048,40372059,1809929
32,2048,39963409,1810082
32,2048,39793056,1823149
32,2048,39920862,1824866
32,2048,39850075,1830661
32,2048,40038528,1828686
32,2048,39853727,1857312
32,2048,40123041,1853789
32,2048,40115891,1909097
32,2048,39900996,1842118
32,2048,39825790,1834729
32,2048,40059930,1841391
32,2048,39944471,1823553
32,2048,39858847,1849233
32,2048,39992425,1848789
32,2048,39737174,1842775
32,2048,39810998,1832470
32,2048,40646157,1845099
32,2048,40153240,1833285
32,2048,40113858,1809521
32,2048,39986862,1841379
32,2048,39766574,1831357
32,2048,40223260,1848826
32,2048,39919032,1862231
32,2048,40030220,1875165
32,2048,40828762,1835109
32,2048,40308784,1796098
32,2048,40357923,1868123
32,2048,40638174,1871169
32,2048,39874867,1850157
