32,1024,39780981,718515
32,1024,39932123,709125
32,1024,39979284,703007
32,1024,39959493,694316
32,1024,39950273,707386
32,1024,39801696,749883
32,1024,39730395,715704
32,1024,40198097,726004
32,1024,40174927,738463
32,1024,40154805,728660
32,1024,39928616,707949
32,1024,39868880,716749
32,1024,39724761,710844
32,1024,39757334,712408
32,1024,39963340,713916
32,1024,40002394,712646
32,1024,39797769,713794
32,1024,39895671,695392
32,1024,40705607,729649
32,1024,39866818,709419
32,1024,39792296,725913
32,1024,39846510,702658
32,1024,39767601,714699
32,1024,39868279,724521
32,1024,39855916,723573
32,1024,40085860,706047
32,1024,39894701,714948
32,1024,39830054,705032
32,1024,39860287,698089
32,1024,39846352,714765
32,1024,40197832,728574
32,1024,39752978,727456
32,1024,39725235,714834
32,1024,39830783,710549
32,1024,39689268,721588
32,1024,39740998,710217
32,1024,40011522,732756
32,1024,39930653,715994
32,1024,40042343,723196
32,1024,39877349,719884
32,1024,39984315,719596
32,1024,39820026,718769
32,1024,39959678,713493
32,1024,40097879,715192
32,1024,39944319,721813
32,1024,39886211,698369
32,1024,39818783,707983
32,1024,39889109,715058
32,1024,39855149,724985
32,1024,40709040,704922
