16,1024,39804741,699529
16,1024,40187502,705922
16,1024,40093587,710430
16,1024,39771188,708458
16,1024,39956628,713039
16,1024,39831959,725544
16,1024,39965733,720944
16,1024,39933328,724511
16,1024,40566719,708229
16,1024,39967959,728105
16,1024,39769948,712131
16,1024,39751921,707556
16,1024,39776264,703633
16,1024,39825106,686078
16,1024,39988763,725820
16,1024,39902206,715872
16,1024,39918793,727809
16,1024,39891657,713535
16,1024,40086644,705574
16,1024,39862532,716160
16,1024,39727651,710729
16,1024,39932438,718256
16,1024,39801278,706705
16,1024,39901262,705461
16,1024,39928249,722126
16,1024,39879221,711381
16,1024,40054950,708693
16,1024,39994337,694095
16,1024,39907784,722871
16,1024,40619582,704683
16,1024,39791500,706851
16,1024,40069008,709903
16,1024,39743419,713259
16,1024,40570499,705578
16,1024,39985375,704684
16,1024,39790537,702642
16,1024,40056997,711937
16,1024,39770572,710631
16,1024,40060322,727566
16,1024,40202309,717300
16,1024,39849152,711978
16,1024,39796080,696396
16,1024,39851526,711199
16,1024,40023170,730356
16,1024,39778494,704827
16,1024,39910845,718659
16,1024,39934428,718621
16,1024,40082308,730892
16,1024,39922039,718666
16,1024,39829222,723666
