100,4654332,66106
100,4682589,68059
100,4656785,69877
100,4292108,64860
100,4408889,64781
100,4676466,67906
100,4642006,69060
100,4403770,65513
100,4240088,64138
100,4631680,69104
100,4682353,69126
100,4948780,65128
100,4653037,69218
100,4629531,70666
100,4490674,69480
100,4643170,68807
100,4591920,64099
100,4832332,64839
100,4668075,69800
100,4785717,68325
100,4336452,69051
100,4661467,68822
100,4676536,65666
100,4578636,68152
100,4439514,67992
100,4409522,141960
100,4599251,65082
100,4491333,70623
100,4541831,69777
100,4532136,69561
100,4712255,65519
100,4505370,72878
100,4677075,64467
100,4764936,70259
100,4642239,70463
100,4864767,73426
100,4692341,68138
100,4622058,68272
100,4572912,64905
100,4431347,71285
100,4425256,74275
100,4511689,64818
100,4584796,66944
100,4282877,68518
100,4495102,65588
100,4739173,72040
100,4582096,64575
100,4449307,70059
100,4841568,64045
100,4465298,68249
