10000,6020961,1225613
10000,5847812,1232439
10000,5772682,1198307
10000,5715733,1190435
10000,5821992,1299930
10000,5692865,1171791
10000,5854190,1244851
10000,5776244,1168792
10000,5980978,1276814
10000,5862367,1203849
10000,6496716,1547722
10000,5878441,1222288
10000,5929882,1189330
10000,5880479,1226319
10000,5820273,1186735
10000,5916593,1217936
10000,6312500,1260000
10000,5922723,1199460
10000,5531601,1244420
10000,6006465,1243857
10000,6038628,1587140
10000,5475026,1145015
10000,5993254,1262048
10000,5641675,1161261
10000,5488240,1150096
10000,5992171,1176182
10000,5753858,1186117
10000,5699804,1188536
10000,6057139,1221400
10000,6052870,1216335
10000,6569100,1618967
10000,5850847,1151319
10000,5744251,1215520
10000,5704577,1199538
10000,5729479,1177941
10000,5875532,1194392
10000,5581028,1160286
10000,5885364,1232203
10000,5724498,1203440
10000,5841780,1169704
10000,6418177,1631955
10000,5713869,1206091
10000,6132714,1570929
10000,5923539,1251091
10000,5618888,1187192
10000,5362460,1212270
10000,5987757,1204988
10000,6036083,1215597
10000,5759038,1165318
10000,6394092,1244868
