1000,4859806,156214
1000,4665841,156139
1000,4447938,157411
1000,4693186,154615
1000,4825046,158664
1000,4931198,153467
1000,4937568,149637
1000,4815913,158166
1000,4924031,160865
1000,4399488,152453
1000,4811623,158037
1000,4482132,183266
1000,4660732,159999
1000,4586334,156929
1000,4711269,148980
1000,4750735,176227
1000,4743244,160670
1000,4730846,156877
1000,4809434,157990
1000,4873031,159417
1000,4678282,157335
1000,4649094,147898
1000,4602824,158123
1000,4584356,149710
1000,4446583,148636
1000,4529971,156819
1000,4579164,159169
1000,4792234,149440
1000,4645172,147650
1000,5078675,149054
1000,4734961,159265
1000,4822496,159000
1000,4253265,168288
1000,4653902,159231
1000,4702652,163366
1000,4729604,157201
1000,4419837,155854
1000,4573696,149676
1000,4672273,157156
1000,4776690,166743
1000,4577611,148641
1000,4936761,149988
1000,4478381,148133
1000,4785065,161507
1000,4702148,160668
1000,4740111,158309
1000,4439246,156882
1000,4800864,158786
1000,5047018,148912
1000,5075010,150142
