999999,20355675,24508927
999999,21677922,25925637
999999,22248449,26812382
999999,20325362,26303963
999999,21561375,25941895
999999,22074358,25981536
999999,22374953,27787896
999999,22937531,27492076
999999,20388621,24503336
999999,21712479,26144810
999999,22164822,25393786
999999,20351748,24448139
999999,22214911,26796565
999999,20480680,24599521
999999,20364141,24490339
999999,22915810,27638458
999999,21578492,25949996
999999,22190838,26911047
999999,20347625,24467746
999999,21667679,26376669
999999,22610600,26986313
999999,20445910,24465905
999999,20328235,24416637
999999,21565800,26100095
999999,21240515,24535793
999999,20327049,24653703
999999,22074227,24763701
999999,20864162,27049209
999999,20377992,24364100
999999,22248010,26756470
999999,21740764,26029943
999999,20351267,24422361
999999,20386841,24385506
999999,20440223,24559716
999999,20344662,25741683
999999,20406749,24569220
999999,21623148,25972564
999999,22959188,25887613
999999,20488511,24432988
999999,20298955,24406857
999999,21766004,25917506
999999,20345606,24884620
999999,20538379,24524914
999999,22293083,26728329
999999,20727412,24700335
999999,21627039,25995422
999999,22567942,26909910
999999,22256150,26882181
999999,20358515,24464295
999999,21797003,26044431
