1000,7618812,891597
1000,7041736,816411
1000,6960806,810052
1000,7164059,821572
1000,7536818,886613
1000,7797921,864195
1000,7188707,871139
1000,6925467,819499
1000,7300310,872650
1000,7049048,814002
1000,7568026,903710
1000,6866616,812525
1000,7145618,814598
1000,6880410,814849
1000,7568650,900922
1000,7564936,894159
1000,7284355,861206
1000,6897936,812572
1000,7598763,896820
1000,6850327,852343
1000,6931849,810813
1000,7137473,812686
1000,6901291,815832
1000,7543471,898139
1000,6926480,837054
1000,7337564,869896
1000,7563484,889872
1000,7320243,863571
1000,7345429,865765
1000,7497906,890869
1000,6886656,857459
1000,7673384,897752
1000,6889277,979495
1000,7297166,860802
1000,7952332,822098
1000,6902049,813111
1000,7807974,1078829
1000,6915173,813909
1000,7119844,814358
1000,7796266,919562
1000,6942850,862752
1000,6912164,815871
1000,7376197,883268
1000,6911116,811810
1000,7528334,896458
1000,6907843,816620
1000,6902938,814302
1000,7948159,939053
1000,6863449,810445
1000,7641762,869264
