10000,10561179,1499800
10000,9512396,1587964
10000,9891020,1458806
10000,10041428,1399878
10000,9318698,1318402
10000,9956739,1395150
10000,9838346,1435164
10000,9324201,1311080
10000,9444831,1307741
10000,9374340,1318040
10000,10111543,1443175
10000,9362857,1314344
10000,10533029,1479068
10000,10472376,1505423
10000,9887729,1414032
10000,9276427,1313442
10000,10430755,1473709
10000,9483737,1322145
10000,10462631,1479350
10000,10491341,1487263
10000,9824391,1387036
10000,10421640,1479141
10000,9265712,1505788
10000,9855363,1393681
10000,9709261,1318500
10000,9372922,1367704
10000,9392787,1321336
10000,11060107,1389320
10000,9437147,1315594
10000,10475010,1493109
10000,9297230,1313350
10000,9339011,1318855
10000,9927228,1435122
10000,9338522,1317943
10000,9387620,1305567
10000,10417436,1417293
10000,9414325,1319847
10000,9292792,1317875
10000,9368595,1320523
10000,9876005,1406182
10000,9890232,1391655
10000,9315765,1310224
10000,9919888,1393133
10000,9515300,1320511
10000,9532682,1317363
10000,10206906,1453144
10000,9296231,1315136
10000,9700813,1310239
10000,10459702,2036585
10000,9840023,1401234
