1024	0.0016	0.0000	5137148.6667	88510.0687
1048576	0.5967	0.0196	14067735.0000	470213.8437
128	0.0002	0.0000	5146327.0000	143799.1265
131072	0.1676	0.0042	6259491.3333	158195.8014
16384	0.0251	0.0001	5213600.0000	17359.6690
16777216	0.9745	0.0248	137790613.0000	3549542.9089
2048	0.0032	0.0001	5138799.6667	100485.2402
2097152	0.7361	0.0140	22798784.0000	438473.1151
256	0.0004	0.0000	5153878.0000	52182.0776
262144	0.2860	0.0056	7333441.0000	144598.0926
32768	0.0488	0.0004	5374241.0000	41351.6693
33554432	0.9434	0.0124	284585528.0000	3754893.9051
4096	0.0064	0.0002	5156223.6667	124572.7924
4194304	0.8349	0.0161	40201085.3333	783320.4018
512	0.0008	0.0000	5117084.6667	82305.9942
524288	0.4403	0.0087	9528164.6667	188870.3312
64	0.0001	0.0000	5070419.0000	79644.0885
65536	0.0925	0.0024	5668684.6667	146833.5106
67108864	0.9747	0.0231	550982070.6667	12893343.7263
8192	0.0127	0.0001	5154795.3333	21385.9469
8388608	0.8949	0.0181	75009514.0000	1534631.6195
