256,3000,40674184,860448
256,3000,50388819,1197879
256,3000,48453557,846039
256,3000,48847859,1282790
256,3000,41020387,842089
256,3000,50123419,807904
256,3000,40336331,848403
256,3000,40188199,849672
256,3000,41485618,831709
256,3000,40648243,779719
256,3000,39320490,829896
256,3000,41561233,891910
256,3000,41268550,848030
256,3000,42069686,893091
256,3000,41469691,832730
256,3000,40810213,850258
256,3000,40846686,808225
256,3000,40418583,806484
256,3000,40519948,836115
256,3000,50904523,960399
256,3000,40513813,834417
256,3000,51260305,839132
256,3000,40751776,834120
256,3000,44567700,809390
256,3000,53216424,893241
256,3000,40144737,858275
256,3000,40836256,875720
256,3000,40302310,851310
256,3000,40298246,836829
256,3000,48545997,1221161
256,3000,40601022,914779
256,3000,52491657,970051
256,3000,40563168,820992
256,3000,40608072,815186
256,3000,52535098,859044
256,3000,41154142,854524
256,3000,49821140,867239
256,3000,53575684,1141658
256,3000,40498245,812740
256,3000,52313815,1077818
256,3000,40177948,843504
256,3000,49061731,802094
256,3000,40721857,813008
256,3000,50227906,842159
256,3000,41331460,844506
256,3000,40338821,851794
256,3000,40365272,877999
256,3000,48340651,962829
256,3000,41847495,846892
256,3000,40909575,879162
