32,1024,34410762,641203
32,1024,38178472,599875
32,1024,44152564,640486
32,1024,34575865,663211
32,1024,35364606,915837
32,1024,35022795,644791
32,1024,34458772,657130
32,1024,33729073,618489
32,1024,33670989,642992
32,1024,34275639,663146
32,1024,45673735,941600
32,1024,34767256,662487
32,1024,33475529,655915
32,1024,32774714,633435
32,1024,41420095,957453
32,1024,33387418,656084
32,1024,33992551,616048
32,1024,34517688,666134
32,1024,34253223,652706
32,1024,43907062,955456
32,1024,40406043,628485
32,1024,39977793,789439
32,1024,43297006,672147
32,1024,43130548,925063
32,1024,33167705,686413
32,1024,35051690,672332
32,1024,40462816,637928
32,1024,38004802,655994
32,1024,33220120,625989
32,1024,33290337,656548
32,1024,33155444,618545
32,1024,34287820,657680
32,1024,33848495,614859
32,1024,33344647,662762
32,1024,33616474,622437
32,1024,36625620,653222
32,1024,34181710,627243
32,1024,33052642,627260
32,1024,42749757,710875
32,1024,34743439,680908
32,1024,33762859,618536
32,1024,33077550,631727
32,1024,34590550,667138
32,1024,42747143,898692
32,1024,34917129,686383
32,1024,42887312,642312
32,1024,43630255,909567
32,1024,33412886,598340
32,1024,33386305,616171
32,1024,39978030,657470
