16	0.00008809	0.00000342	1454803.40000000	55183.66358625
32	0.00017963	0.00000830	1427262.66666667	67733.61444906
64	0.00035301	0.00001476	1452101.66666667	62046.82237096
128	0.00069305	0.00000294	1477537.00000000	6280.68332270
