10000,5154840,921011
10000,5377746,892107
10000,5367809,896561
10000,5282461,896656
10000,5143397,866864
10000,5245454,1049995
10000,5138452,866494
10000,5283460,899129
10000,5929127,962149
10000,5174467,866575
10000,5023759,824546
10000,5173489,1008885
10000,5123441,866601
10000,5225657,868262
10000,5302571,878969
10000,6774772,853344
10000,5171558,869312
10000,5215260,825492
10000,5429538,994406
10000,5337330,906847
10000,5273113,875015
10000,5287365,878124
10000,5206110,919685
10000,5402636,949230
10000,5312801,900719
10000,5222257,868334
10000,5355714,943288
10000,5318853,903310
10000,5110036,872060
10000,5299409,900881
10000,5183531,911216
10000,5476532,902673
10000,5319928,898268
10000,5313430,899679
10000,5149746,871283
10000,5118190,884229
10000,5365813,893181
10000,5153714,867678
10000,5339185,893910
10000,5178784,926895
10000,5141523,868920
10000,5339978,898686
10000,5145788,931908
10000,5203010,915883
10000,5522029,913587
10000,5326107,895912
10000,5365890,896152
10000,5084053,861255
10000,5134081,871532
10000,5139739,918860
