10,5148929,81061
10,5209217,80224
10,5307831,81634
10,5081182,77525
10,5039432,73785
10,5058804,79128
10,5164367,78055
10,5163788,78366
10,5211169,80726
10,5001500,76479
10,5007719,78175
10,5153933,79276
10,5200734,80318
10,5158655,76836
10,5094137,76439
10,5267278,78214
10,5011937,77579
10,5330897,89122
10,4875741,74501
10,5016305,75498
10,5175326,80800
10,5008740,76221
10,5331745,82896
10,5051710,77484
10,4863387,87523
10,5085637,76055
10,5208737,80344
10,5204877,77990
10,5057451,75639
10,5352474,79989
10,5249042,77652
10,5109129,75957
10,5097366,77201
10,5231788,81083
10,4782976,74366
10,5124709,76872
10,5064245,79461
10,5171607,77952
10,5144253,78464
10,5089240,76468
10,5194702,76865
10,5089594,94212
10,5411621,81424
10,5110555,78253
10,5090457,77853
10,5042319,77953
10,5125729,77754
10,5191359,79492
10,5177881,79549
10,5182444,75991
