999999,14816943,8573300
999999,14156395,7862116
999999,14386045,8356308
999999,14272973,8367945
999999,14279277,8467069
999999,14395468,8384782
999999,14339818,8391711
999999,14324089,8344089
999999,14249008,8682633
999999,13898129,7943611
999999,14423420,8408123
999999,14343728,8387788
999999,14769040,8740994
999999,14285458,8392018
999999,14308642,8354814
999999,14232926,8385531
999999,15544660,8460087
999999,14786719,8625631
999999,14391001,8362100
999999,14302648,8313812
999999,14791174,8683188
999999,15206840,8913118
999999,14219230,8368926
999999,14768154,8628405
999999,14713036,8629550
999999,14329636,8371132
999999,14476754,8456451
999999,14325896,8408973
999999,14383149,8627424
999999,14201591,8358887
999999,15015648,8663174
999999,14791998,8554091
999999,14296293,7937268
999999,14748951,9123420
999999,13472988,7926247
999999,14983048,8450171
999999,14713138,8561139
999999,14549337,8647434
999999,14803330,8646264
999999,14345003,8394784
999999,14652396,8651905
999999,14318657,8393908
999999,14301171,8431187
999999,14441043,8478508
999999,14339126,8351290
999999,14759374,8681077
999999,13541897,7908225
999999,15142797,8908786
999999,14319369,8608216
999999,14324587,8360564
