99999,6172042,916143
99999,6046464,913652
99999,6041529,918274
99999,6026971,946182
99999,5984415,914409
99999,6000369,971103
99999,5995129,921285
99999,5674916,867190
99999,6026837,921326
99999,6200823,949217
99999,6228927,939552
99999,6019258,920850
99999,6404485,983186
99999,5723460,868426
99999,6095115,913159
99999,6093243,908058
99999,6229143,952245
99999,8103815,1106928
99999,5681899,858199
99999,6070071,919200
99999,5999717,915653
99999,6086951,914650
99999,6058588,902754
99999,6002713,922053
99999,5961012,916080
99999,5968033,917996
99999,5683720,867324
99999,5944336,910279
99999,5997068,920992
99999,6184666,940480
99999,6203131,963512
99999,6220371,943078
99999,6343620,1119460
99999,6083588,920266
99999,6029066,904185
99999,6776912,960736
99999,6313467,979578
99999,6091291,920444
99999,5730142,902736
99999,6028687,917392
99999,6362132,1007563
99999,6074771,916542
99999,5970292,915967
99999,6035410,941378
99999,6066388,920348
99999,6061634,902346
99999,5956940,909642
99999,6016040,918971
99999,5978658,915982
99999,5983931,913197
