16,1024,39207697,1543425
16,1024,37043612,1416216
16,1024,36996859,1485136
16,1024,37482254,1432364
16,1024,37110229,1424578
16,1024,39210761,1493950
16,1024,40058528,1525487
16,1024,40763044,2660095
16,1024,41955531,1616632
16,1024,41389137,1649033
16,1024,46085381,1532471
16,1024,40481923,1574650
16,1024,43821345,2378414
16,1024,39567810,1507002
16,1024,38949120,1577554
16,1024,39500501,1497715
16,1024,41434151,1579955
16,1024,39682586,1508392
16,1024,41640846,1606524
16,1024,37389688,1437977
16,1024,36705396,1416812
16,1024,38994252,1494974
16,1024,36824736,1414530
16,1024,37547006,1427611
16,1024,40189293,1537976
16,1024,39251462,1508677
16,1024,37172496,1478783
16,1024,40535453,1535604
16,1024,36994691,1415879
16,1024,36857883,1454302
16,1024,39869808,1510286
16,1024,37107185,1464421
16,1024,40250885,1503928
16,1024,40029094,1545383
16,1024,37251474,1425610
16,1024,39627695,1465539
16,1024,41389926,1579512
16,1024,39035678,1495900
16,1024,38539485,1520064
16,1024,36945828,1466284
16,1024,39101073,1562283
16,1024,37214529,1422682
16,1024,41284991,1586754
16,1024,39537371,1496684
16,1024,37039811,1421653
16,1024,37024603,1438224
16,1024,36954189,1450395
16,1024,39716071,1433466
16,1024,39772922,1516175
16,1024,39274387,1496725
