16,2048,52059170,1798003
16,2048,51104101,1765151
16,2048,47862613,1679195
16,2048,50177445,1735177
16,2048,50041486,1747737
16,2048,50615041,1766056
16,2048,47741243,1674484
16,2048,48439168,1695467
16,2048,50272866,1713973
16,2048,52289874,1814785
16,2048,50808756,1710600
16,2048,50113070,1752802
16,2048,51756635,1786103
16,2048,53443302,1868781
16,2048,50285151,1677004
16,2048,48167687,1680220
16,2048,51994574,1771144
16,2048,50155049,1696919
16,2048,50302335,1763588
16,2048,48755635,1728119
16,2048,51519765,1778812
16,2048,50394461,2078147
16,2048,51734858,2231485
16,2048,47975464,1654492
16,2048,47573005,1660146
16,2048,51335173,1793659
16,2048,50229178,1753850
16,2048,52292602,1817506
16,2048,53055086,1804140
16,2048,48007591,1667168
16,2048,50402425,1746135
16,2048,47790071,1651653
16,2048,50548008,1750746
16,2048,50302524,1741788
16,2048,51744308,1818952
16,2048,47407798,1643614
16,2048,47906625,1683305
16,2048,49417822,1837427
16,2048,52151841,1816254
16,2048,53028113,1750613
16,2048,53337794,1871819
16,2048,52755729,1819205
16,2048,47792674,1655997
16,2048,50352447,1759731
16,2048,51856903,1826113
16,2048,50422131,1758829
16,2048,48735844,1657634
16,2048,51617418,1746705
16,2048,48050726,1678288
16,2048,50697962,1748333
