64,2048,47636485,1660642
64,2048,50216072,1739481
64,2048,50900538,1783019
64,2048,52161457,1844786
64,2048,47962973,1684833
64,2048,47712832,1651391
64,2048,47461044,1654925
64,2048,50253988,1761395
64,2048,48779938,1659317
64,2048,47866612,1671003
64,2048,49942778,1912591
64,2048,48309923,1791269
64,2048,49953026,1657275
64,2048,51058143,1775029
64,2048,47702392,1663011
64,2048,48787487,1662110
64,2048,47920180,1658880
64,2048,50366132,1772547
64,2048,50901111,1761425
64,2048,52184834,1818174
64,2048,52064575,1802185
64,2048,48145166,2042732
64,2048,52256192,1803338
64,2048,50542212,1770469
64,2048,47865808,1665363
64,2048,50303846,1741948
64,2048,51751810,1802380
64,2048,48344513,1751993
64,2048,48045508,1659130
64,2048,47738479,1658070
64,2048,54991306,1907142
64,2048,50698447,1744807
64,2048,47453256,1654797
64,2048,53566708,2214694
64,2048,51871631,1821948
64,2048,53249676,1873440
64,2048,52123571,1810097
64,2048,50957809,1750374
64,2048,50116724,1708893
64,2048,51306725,1749203
64,2048,49202615,1764374
64,2048,50716724,1753203
64,2048,48847591,1659152
64,2048,51476307,1788924
64,2048,51843337,1823999
64,2048,53161426,1841907
64,2048,51087875,1664807
64,2048,52988199,1860316
64,2048,49581896,1656710
64,2048,50662740,1823512
